cause_medium,year,age_name,sex,measure,nm_mean
Ischemic stroke,2010,55-59 years,Males,yld,20456.1
Ischemic stroke,2010,60-64 years,Males,yld,26432
Ischemic stroke,2010,65-69 years,Males,yld,29705.3
Ischemic stroke,2010,70-74 years,Males,yld,30765.9
Ischemic stroke,2010,75-79 years,Males,yld,38011.2
Ischemic stroke,2010,80+ years,Males,yld,64444.1
Ischemic stroke,2010,All ages,Males,yld,244830
Ischemic stroke,2010,5-14 years,Males,yld,588.659
Ischemic stroke,2010,Under 5 years,Females,yld,11.6298
Ischemic stroke,2010,15-19 years,Females,yld,455.841
Ischemic stroke,2010,20-24 years,Females,yld,426.31
Ischemic stroke,2010,25-29 years,Females,yld,893.766
Ischemic stroke,2010,30-34 years,Females,yld,1519.08
Ischemic stroke,2010,35-39 years,Females,yld,2605.31
Ischemic stroke,2010,40-44 years,Females,yld,4200.29
Ischemic stroke,2010,45-49 years,Females,yld,7540.6
Ischemic stroke,2010,50-54 years,Females,yld,12347.4
Ischemic stroke,2010,55-59 years,Females,yld,18194.7
Ischemic stroke,2010,60-64 years,Females,yld,23544.4
Ischemic stroke,2010,65-69 years,Females,yld,27678.2
Ischemic stroke,2010,70-74 years,Females,yld,31221.7
Ischemic stroke,2010,75-79 years,Females,yld,42428.2
Ischemic stroke,2010,80+ years,Females,yld,93215.8
Ischemic stroke,2010,All ages,Females,yld,266681
Ischemic stroke,2010,5-14 years,Females,yld,397.732
Hemorrhagic stroke,2010,Under 5 years,Males,yld,4.47674
Hemorrhagic stroke,2010,15-19 years,Males,yld,438.426
Hemorrhagic stroke,2010,20-24 years,Males,yld,1101.91
Hemorrhagic stroke,2010,25-29 years,Males,yld,1361.04
Hemorrhagic stroke,2010,30-34 years,Males,yld,1618.66
Hemorrhagic stroke,2010,35-39 years,Males,yld,2087.73
Hemorrhagic stroke,2010,40-44 years,Males,yld,2654.71
Hemorrhagic stroke,2010,45-49 years,Males,yld,4200.4
Hemorrhagic stroke,2010,50-54 years,Males,yld,5829.13
Hemorrhagic stroke,2010,55-59 years,Males,yld,7407.57
Hemorrhagic stroke,2010,60-64 years,Males,yld,7101.04
Hemorrhagic stroke,2010,65-69 years,Males,yld,5587.17
Hemorrhagic stroke,2010,70-74 years,Males,yld,5034.37
Hemorrhagic stroke,2010,75-79 years,Males,yld,4993.96
Hemorrhagic stroke,2010,80+ years,Males,yld,5092.47
Hemorrhagic stroke,2010,All ages,Males,yld,54689
Hemorrhagic stroke,2010,5-14 years,Males,yld,175.947
Hemorrhagic stroke,2010,Under 5 years,Females,yld,3.1498
Hemorrhagic stroke,2010,15-19 years,Females,yld,295.874
Hemorrhagic stroke,2010,20-24 years,Females,yld,773.035
Hemorrhagic stroke,2010,25-29 years,Females,yld,1032.73
Hemorrhagic stroke,2010,30-34 years,Females,yld,1410.75
Hemorrhagic stroke,2010,35-39 years,Females,yld,2081.82
Hemorrhagic stroke,2010,40-44 years,Females,yld,2935.21
Hemorrhagic stroke,2010,45-49 years,Females,yld,4826.22
Hemorrhagic stroke,2010,50-54 years,Females,yld,6627.34
Hemorrhagic stroke,2010,55-59 years,Females,yld,8185.78
Hemorrhagic stroke,2010,60-64 years,Females,yld,7558.88
Hemorrhagic stroke,2010,65-69 years,Females,yld,6277.23
Hemorrhagic stroke,2010,70-74 years,Females,yld,6154.39
Hemorrhagic stroke,2010,75-79 years,Females,yld,6388.73
Hemorrhagic stroke,2010,80+ years,Females,yld,7763.02
Hemorrhagic stroke,2010,All ages,Females,yld,62449.9
Hemorrhagic stroke,2010,5-14 years,Females,yld,135.762
Hypertensive heart disease,2010,Under 5 years,Males,yld,3.79019
Hypertensive heart disease,2010,15-19 years,Males,yld,25.9529
Hypertensive heart disease,2010,20-24 years,Males,yld,56.6117
Hypertensive heart disease,2010,25-29 years,Males,yld,86.9059
Hypertensive heart disease,2010,30-34 years,Males,yld,116.866
Hypertensive heart disease,2010,35-39 years,Males,yld,155.199
Hypertensive heart disease,2010,40-44 years,Males,yld,267.239
Hypertensive heart disease,2010,45-49 years,Males,yld,457.973
Hypertensive heart disease,2010,50-54 years,Males,yld,588.825
Hypertensive heart disease,2010,55-59 years,Males,yld,792.123
Hypertensive heart disease,2010,60-64 years,Males,yld,897.586
Hypertensive heart disease,2010,65-69 years,Males,yld,824.385
Hypertensive heart disease,2010,70-74 years,Males,yld,801.829
Hypertensive heart disease,2010,75-79 years,Males,yld,968.189
Hypertensive heart disease,2010,80+ years,Males,yld,2050.46
Hypertensive heart disease,2010,All ages,Males,yld,8109.89
Hypertensive heart disease,2010,5-14 years,Males,yld,15.9569
Hypertensive heart disease,2010,Under 5 years,Females,yld,2.40303
Hypertensive heart disease,2010,15-19 years,Females,yld,19.2942
Hypertensive heart disease,2010,20-24 years,Females,yld,43.2027
Hypertensive heart disease,2010,25-29 years,Females,yld,74.2607
Hypertensive heart disease,2010,30-34 years,Females,yld,115.512
Hypertensive heart disease,2010,35-39 years,Females,yld,163.81
Hypertensive heart disease,2010,40-44 years,Females,yld,304.026
Hypertensive heart disease,2010,45-49 years,Females,yld,520.626
Hypertensive heart disease,2010,50-54 years,Females,yld,673.511
Hypertensive heart disease,2010,55-59 years,Females,yld,880.031
Hypertensive heart disease,2010,60-64 years,Females,yld,1070.33
Hypertensive heart disease,2010,65-69 years,Females,yld,1038.13
Hypertensive heart disease,2010,70-74 years,Females,yld,1074.01
Hypertensive heart disease,2010,75-79 years,Females,yld,1531.67
Hypertensive heart disease,2010,80+ years,Females,yld,4634.14
Hypertensive heart disease,2010,All ages,Females,yld,12156.4
Hypertensive heart disease,2010,5-14 years,Females,yld,11.4907
COPD,2010,Under 5 years,Males,yld,1274.15
COPD,2010,15-19 years,Males,yld,18106
COPD,2010,20-24 years,Males,yld,24909.9
COPD,2010,25-29 years,Males,yld,31756.5
COPD,2010,30-34 years,Males,yld,36774.3
COPD,2010,35-39 years,Males,yld,43765.1
COPD,2010,40-44 years,Males,yld,54261
COPD,2010,45-49 years,Males,yld,70202.9
COPD,2010,50-54 years,Males,yld,83304.5
COPD,2010,55-59 years,Males,yld,88711.7
COPD,2010,60-64 years,Males,yld,90245.2
COPD,2010,65-69 years,Males,yld,75607.2
COPD,2010,70-74 years,Males,yld,63074.4
COPD,2010,75-79 years,Males,yld,53799.4
COPD,2010,80+ years,Males,yld,77718.3
COPD,2010,All ages,Males,yld,830470
COPD,2010,5-14 years,Males,yld,16959.6
COPD,2010,Under 5 years,Females,yld,1083
COPD,2010,15-19 years,Females,yld,15393.5
COPD,2010,20-24 years,Females,yld,21101.4
COPD,2010,25-29 years,Females,yld,26869.7
COPD,2010,30-34 years,Females,yld,32148.4
COPD,2010,35-39 years,Females,yld,39774.4
COPD,2010,40-44 years,Females,yld,50686.8
COPD,2010,45-49 years,Females,yld,68114
COPD,2010,50-54 years,Females,yld,83272.9
COPD,2010,55-59 years,Females,yld,91374.3
COPD,2010,60-64 years,Females,yld,96044.8
COPD,2010,65-69 years,Females,yld,84282.4
COPD,2010,70-74 years,Females,yld,74694.8
COPD,2010,75-79 years,Females,yld,70219.6
COPD,2010,80+ years,Females,yld,145331
COPD,2010,All ages,Females,yld,914921
COPD,2010,5-14 years,Females,yld,14529.8
Asthma,2010,Under 5 years,Males,yld,10021.8
Asthma,2010,15-19 years,Males,yld,47226.9
Asthma,2010,20-24 years,Males,yld,31653.8
Asthma,2010,25-29 years,Males,yld,24870
Asthma,2010,30-34 years,Males,yld,20638.8
Asthma,2010,35-39 years,Males,yld,19396.7
Asthma,2010,40-44 years,Males,yld,19939.8
Asthma,2010,45-49 years,Males,yld,21750.3
Asthma,2010,50-54 years,Males,yld,21625.8
Asthma,2010,55-59 years,Males,yld,19435.6
Asthma,2010,60-64 years,Males,yld,17020.1
Asthma,2010,65-69 years,Males,yld,12701.8
Asthma,2010,70-74 years,Males,yld,9566.75
Asthma,2010,75-79 years,Males,yld,7278.63
Asthma,2010,80+ years,Males,yld,9382.69
Asthma,2010,All ages,Males,yld,431350
Asthma,2010,5-14 years,Males,yld,138840
Asthma,2010,Under 5 years,Females,yld,9114.05
Asthma,2010,15-19 years,Females,yld,49807.7
Asthma,2010,20-24 years,Females,yld,34499
Asthma,2010,25-29 years,Females,yld,27779.6
Asthma,2010,30-34 years,Females,yld,24099.2
Asthma,2010,35-39 years,Females,yld,23537.6
Asthma,2010,40-44 years,Females,yld,25038
Asthma,2010,45-49 years,Females,yld,28536.4
Asthma,2010,50-54 years,Females,yld,29073.8
Asthma,2010,55-59 years,Females,yld,26503.6
Asthma,2010,60-64 years,Females,yld,23347.2
Asthma,2010,65-69 years,Females,yld,17716.9
Asthma,2010,70-74 years,Females,yld,13790.8
Asthma,2010,75-79 years,Females,yld,11413.1
Asthma,2010,80+ years,Females,yld,19505.4
Asthma,2010,All ages,Females,yld,500661
Asthma,2010,5-14 years,Females,yld,136898
Other respiratory diseases,2010,Under 5 years,Males,yld,747.446
Other respiratory diseases,2010,15-19 years,Males,yld,8834.61
Other respiratory diseases,2010,20-24 years,Males,yld,9099.06
Other respiratory diseases,2010,25-29 years,Males,yld,7550.44
Other respiratory diseases,2010,30-34 years,Males,yld,8290.06
Other respiratory diseases,2010,35-39 years,Males,yld,7318.01
Other respiratory diseases,2010,40-44 years,Males,yld,6640.18
Other respiratory diseases,2010,45-49 years,Males,yld,5443.17
Other respiratory diseases,2010,50-54 years,Males,yld,4705.19
Other respiratory diseases,2010,55-59 years,Males,yld,3870.84
Other respiratory diseases,2010,60-64 years,Males,yld,3223.17
Other respiratory diseases,2010,65-69 years,Males,yld,2268.81
Other respiratory diseases,2010,70-74 years,Males,yld,1656.28
Other respiratory diseases,2010,75-79 years,Males,yld,1438.67
Other respiratory diseases,2010,80+ years,Males,yld,2420.95
Other respiratory diseases,2010,All ages,Males,yld,82436.4
Other respiratory diseases,2010,5-14 years,Males,yld,8929.47
Other respiratory diseases,2010,Under 5 years,Females,yld,613.627
Other respiratory diseases,2010,15-19 years,Females,yld,6268.83
Other respiratory diseases,2010,20-24 years,Females,yld,7914.86
Other respiratory diseases,2010,25-29 years,Females,yld,6913.93
Other respiratory diseases,2010,30-34 years,Females,yld,6934.76
Other respiratory diseases,2010,35-39 years,Females,yld,6385.66
Other respiratory diseases,2010,40-44 years,Females,yld,4815.86
Other respiratory diseases,2010,45-49 years,Females,yld,4515.93
Other respiratory diseases,2010,50-54 years,Females,yld,4432.91
Other respiratory diseases,2010,55-59 years,Females,yld,3721.76
Other respiratory diseases,2010,60-64 years,Females,yld,3207.83
Other respiratory diseases,2010,65-69 years,Females,yld,2167.77
Other respiratory diseases,2010,70-74 years,Females,yld,1716.19
Other respiratory diseases,2010,75-79 years,Females,yld,1632.32
Other respiratory diseases,2010,80+ years,Females,yld,4212.5
Other respiratory diseases,2010,All ages,Females,yld,72857.1
Other respiratory diseases,2010,5-14 years,Females,yld,7402.34
Alzheimers disease,2010,15-19 years,Males,yld,0
Alzheimers disease,2010,20-24 years,Males,yld,0
Alzheimers disease,2010,25-29 years,Males,yld,0
Alzheimers disease,2010,30-34 years,Males,yld,0
Alzheimers disease,2010,35-39 years,Males,yld,0
Alzheimers disease,2010,40-44 years,Males,yld,294.927
Alzheimers disease,2010,45-49 years,Males,yld,3108.84
Alzheimers disease,2010,50-54 years,Males,yld,8180.92
Alzheimers disease,2010,55-59 years,Males,yld,12588.8
Alzheimers disease,2010,60-64 years,Males,yld,16275.7
Alzheimers disease,2010,65-69 years,Males,yld,21237.4
Alzheimers disease,2010,70-74 years,Males,yld,29760.7
Alzheimers disease,2010,75-79 years,Males,yld,41932.8
Alzheimers disease,2010,80+ years,Males,yld,172288
Alzheimers disease,2010,All ages,Males,yld,305668
Alzheimers disease,2010,5-14 years,Males,yld,0
Alzheimers disease,2010,15-19 years,Females,yld,0
Alzheimers disease,2010,20-24 years,Females,yld,0
Alzheimers disease,2010,25-29 years,Females,yld,0
Alzheimers disease,2010,30-34 years,Females,yld,0
Alzheimers disease,2010,35-39 years,Females,yld,0
Alzheimers disease,2010,40-44 years,Females,yld,344.996
Alzheimers disease,2010,45-49 years,Females,yld,3866.96
Alzheimers disease,2010,50-54 years,Females,yld,10854.4
Alzheimers disease,2010,55-59 years,Females,yld,17972.6
Alzheimers disease,2010,60-64 years,Females,yld,23142.4
Alzheimers disease,2010,65-69 years,Females,yld,28591.7
Alzheimers disease,2010,70-74 years,Females,yld,40380.7
Alzheimers disease,2010,75-79 years,Females,yld,62266.2
Alzheimers disease,2010,80+ years,Females,yld,336824
Alzheimers disease,2010,All ages,Females,yld,524244
Alzheimers disease,2010,5-14 years,Females,yld,0
Unipolar depressive disorders,2010,Under 5 years,Males,yld,54.7239
Unipolar depressive disorders,2010,15-19 years,Males,yld,90328.2
Unipolar depressive disorders,2010,20-24 years,Males,yld,103313
Unipolar depressive disorders,2010,25-29 years,Males,yld,111359
Unipolar depressive disorders,2010,30-34 years,Males,yld,110112
Unipolar depressive disorders,2010,35-39 years,Males,yld,111492
Unipolar depressive disorders,2010,40-44 years,Males,yld,118208
Unipolar depressive disorders,2010,45-49 years,Males,yld,128274
Unipolar depressive disorders,2010,50-54 years,Males,yld,124802
Unipolar depressive disorders,2010,55-59 years,Males,yld,106435
Unipolar depressive disorders,2010,60-64 years,Males,yld,81710.5
Unipolar depressive disorders,2010,65-69 years,Males,yld,51991.2
Unipolar depressive disorders,2010,70-74 years,Males,yld,34550.8
Unipolar depressive disorders,2010,75-79 years,Males,yld,27145.9
Unipolar depressive disorders,2010,80+ years,Males,yld,35935.2
Unipolar depressive disorders,2010,All ages,Males,yld,1334690
Unipolar depressive disorders,2010,5-14 years,Males,yld,98976.7
Unipolar depressive disorders,2010,Under 5 years,Females,yld,91.264
Unipolar depressive disorders,2010,15-19 years,Females,yld,140614
Unipolar depressive disorders,2010,20-24 years,Females,yld,157733
Unipolar depressive disorders,2010,25-29 years,Females,yld,170336
Unipolar depressive disorders,2010,30-34 years,Females,yld,173388
Unipolar depressive disorders,2010,35-39 years,Females,yld,178660
Unipolar depressive disorders,2010,40-44 years,Females,yld,192343
Unipolar depressive disorders,2010,45-49 years,Females,yld,214344
Unipolar depressive disorders,2010,50-54 years,Females,yld,212649
Unipolar depressive disorders,2010,55-59 years,Females,yld,186057
Unipolar depressive disorders,2010,60-64 years,Females,yld,146462
Unipolar depressive disorders,2010,65-69 years,Females,yld,97598.8
Unipolar depressive disorders,2010,70-74 years,Females,yld,68940.1
Unipolar depressive disorders,2010,75-79 years,Females,yld,59616
Unipolar depressive disorders,2010,80+ years,Females,yld,104363
Unipolar depressive disorders,2010,All ages,Females,yld,2259680
Unipolar depressive disorders,2010,5-14 years,Females,yld,156479
Diabetes,2010,Under 5 years,Males,yld,2794.14
Diabetes,2010,15-19 years,Males,yld,4344.82
Diabetes,2010,20-24 years,Males,yld,5650.56
Diabetes,2010,25-29 years,Males,yld,9368.39
Diabetes,2010,30-34 years,Males,yld,15345
Diabetes,2010,35-39 years,Males,yld,24765.5
Diabetes,2010,40-44 years,Males,yld,38021.7
Diabetes,2010,45-49 years,Males,yld,54728.5
Diabetes,2010,50-54 years,Males,yld,67715.4
Diabetes,2010,55-59 years,Males,yld,71737.9
Diabetes,2010,60-64 years,Males,yld,71267.4
Diabetes,2010,65-69 years,Males,yld,58800.5
Diabetes,2010,70-74 years,Males,yld,48169.4
Diabetes,2010,75-79 years,Males,yld,39424.9
Diabetes,2010,80+ years,Males,yld,52907.9
Diabetes,2010,All ages,Males,yld,571509
Diabetes,2010,5-14 years,Males,yld,6466.73
Diabetes,2010,Under 5 years,Females,yld,2343.74
Diabetes,2010,15-19 years,Females,yld,4134.65
Diabetes,2010,20-24 years,Females,yld,5169.95
Diabetes,2010,25-29 years,Females,yld,8243.9
Diabetes,2010,30-34 years,Females,yld,13261.5
Diabetes,2010,35-39 years,Females,yld,21292.7
Diabetes,2010,40-44 years,Females,yld,33019.3
Diabetes,2010,45-49 years,Females,yld,48615.7
Diabetes,2010,50-54 years,Females,yld,61632.8
Diabetes,2010,55-59 years,Females,yld,67711.8
Diabetes,2010,60-64 years,Females,yld,70122.8
Diabetes,2010,65-69 years,Females,yld,61644
Diabetes,2010,70-74 years,Females,yld,54121.4
Diabetes,2010,75-79 years,Females,yld,48922.7
Diabetes,2010,80+ years,Females,yld,87198
Diabetes,2010,All ages,Females,yld,593353
Diabetes,2010,5-14 years,Females,yld,5917.75
Road injury,2010,Under 5 years,Males,yld,492.433
Road injury,2010,15-19 years,Males,yld,10949.5
Road injury,2010,20-24 years,Males,yld,16102.4
Road injury,2010,25-29 years,Males,yld,20115.7
Road injury,2010,30-34 years,Males,yld,21460.7
Road injury,2010,35-39 years,Males,yld,23054.1
Road injury,2010,40-44 years,Males,yld,24593.5
Road injury,2010,45-49 years,Males,yld,26541.6
Road injury,2010,50-54 years,Males,yld,25647.2
Road injury,2010,55-59 years,Males,yld,21769.4
Road injury,2010,60-64 years,Males,yld,17234.7
Road injury,2010,65-69 years,Males,yld,11746.7
Road injury,2010,70-74 years,Males,yld,8543.34
Road injury,2010,75-79 years,Males,yld,5903.86
Road injury,2010,80+ years,Males,yld,6776.65
Road injury,2010,All ages,Males,yld,249253
Road injury,2010,5-14 years,Males,yld,8320.91
Road injury,2010,Under 5 years,Females,yld,278.976
Road injury,2010,15-19 years,Females,yld,5618.92
Road injury,2010,20-24 years,Females,yld,7893.79
Road injury,2010,25-29 years,Females,yld,9622.89
Road injury,2010,30-34 years,Females,yld,10242.6
Road injury,2010,35-39 years,Females,yld,10900.7
Road injury,2010,40-44 years,Females,yld,11906.4
Road injury,2010,45-49 years,Females,yld,13056.5
Road injury,2010,50-54 years,Females,yld,12216.8
Road injury,2010,55-59 years,Females,yld,10503.7
Road injury,2010,60-64 years,Females,yld,8241.1
Road injury,2010,65-69 years,Females,yld,5744.1
Road injury,2010,70-74 years,Females,yld,4503.92
Road injury,2010,75-79 years,Females,yld,3450.61
Road injury,2010,80+ years,Females,yld,5112.56
Road injury,2010,All ages,Females,yld,123810
Road injury,2010,5-14 years,Females,yld,4516.32
Pedestrian road injury,2010,Under 5 years,Males,yld,237.831
Pedestrian road injury,2010,15-19 years,Males,yld,748.81
Pedestrian road injury,2010,20-24 years,Males,yld,1150.93
Pedestrian road injury,2010,25-29 years,Males,yld,1806.36
Pedestrian road injury,2010,30-34 years,Males,yld,2402.93
Pedestrian road injury,2010,35-39 years,Males,yld,3025.05
Pedestrian road injury,2010,40-44 years,Males,yld,3678.75
Pedestrian road injury,2010,45-49 years,Males,yld,4378.01
Pedestrian road injury,2010,50-54 years,Males,yld,4576.2
Pedestrian road injury,2010,55-59 years,Males,yld,3759.2
Pedestrian road injury,2010,60-64 years,Males,yld,3102.73
Pedestrian road injury,2010,65-69 years,Males,yld,2332.2
Pedestrian road injury,2010,70-74 years,Males,yld,1761.34
Pedestrian road injury,2010,75-79 years,Males,yld,1228.55
Pedestrian road injury,2010,80+ years,Males,yld,1515.17
Pedestrian road injury,2010,All ages,Males,yld,37898
Pedestrian road injury,2010,5-14 years,Males,yld,2193.93
Pedestrian road injury,2010,Under 5 years,Females,yld,103.082
Pedestrian road injury,2010,15-19 years,Females,yld,364.382
Pedestrian road injury,2010,20-24 years,Females,yld,613.948
Pedestrian road injury,2010,25-29 years,Females,yld,937.786
Pedestrian road injury,2010,30-34 years,Females,yld,1175.11
Pedestrian road injury,2010,35-39 years,Females,yld,1371.63
Pedestrian road injury,2010,40-44 years,Females,yld,1729.59
Pedestrian road injury,2010,45-49 years,Females,yld,1958.11
Pedestrian road injury,2010,50-54 years,Females,yld,1812.34
Pedestrian road injury,2010,55-59 years,Females,yld,1781.41
Pedestrian road injury,2010,60-64 years,Females,yld,1363.54
Pedestrian road injury,2010,65-69 years,Females,yld,1087.45
Pedestrian road injury,2010,70-74 years,Females,yld,848.387
Pedestrian road injury,2010,75-79 years,Females,yld,701.367
Pedestrian road injury,2010,80+ years,Females,yld,1090.01
Pedestrian road injury,2010,All ages,Females,yld,17862.5
Pedestrian road injury,2010,5-14 years,Females,yld,924.344
Other road injury,2010,Under 5 years,Males,yld,2.85902
Other road injury,2010,15-19 years,Males,yld,9.80459
Other road injury,2010,20-24 years,Males,yld,12.4658
Other road injury,2010,25-29 years,Males,yld,19.7369
Other road injury,2010,30-34 years,Males,yld,21.8378
Other road injury,2010,35-39 years,Males,yld,35.3188
Other road injury,2010,40-44 years,Males,yld,41.0988
Other road injury,2010,45-49 years,Males,yld,61.4312
Other road injury,2010,50-54 years,Males,yld,68.7335
Other road injury,2010,55-59 years,Males,yld,73.099
Other road injury,2010,60-64 years,Males,yld,64.0441
Other road injury,2010,65-69 years,Males,yld,58.521
Other road injury,2010,70-74 years,Males,yld,41.8649
Other road injury,2010,75-79 years,Males,yld,19.1911
Other road injury,2010,80+ years,Males,yld,16.0701
Other road injury,2010,All ages,Males,yld,598.865
Other road injury,2010,5-14 years,Males,yld,52.7881
Other road injury,2010,Under 5 years,Females,yld,1.33747
Other road injury,2010,15-19 years,Females,yld,7.34502
Other road injury,2010,20-24 years,Females,yld,12.1429
Other road injury,2010,25-29 years,Females,yld,16.8064
Other road injury,2010,30-34 years,Females,yld,23.4289
Other road injury,2010,35-39 years,Females,yld,32.4886
Other road injury,2010,40-44 years,Females,yld,32.5325
Other road injury,2010,45-49 years,Females,yld,47.5978
Other road injury,2010,50-54 years,Females,yld,57.7674
Other road injury,2010,55-59 years,Females,yld,48.1681
Other road injury,2010,60-64 years,Females,yld,38.119
Other road injury,2010,65-69 years,Females,yld,23.1492
Other road injury,2010,70-74 years,Females,yld,11.3436
Other road injury,2010,75-79 years,Females,yld,7.96731
Other road injury,2010,80+ years,Females,yld,8.69211
Other road injury,2010,All ages,Females,yld,405.039
Other road injury,2010,5-14 years,Females,yld,36.1534
Lower respiratory infections,2010,Under 5 years,Males,yll,29598.3
Lower respiratory infections,2010,15-19 years,Males,yll,4099.35
Lower respiratory infections,2010,20-24 years,Males,yll,6802.24
Lower respiratory infections,2010,25-29 years,Males,yll,7795.79
Lower respiratory infections,2010,30-34 years,Males,yll,8584.09
Lower respiratory infections,2010,35-39 years,Males,yll,11299
Lower respiratory infections,2010,40-44 years,Males,yll,18225
Lower respiratory infections,2010,45-49 years,Males,yll,26185.4
Lower respiratory infections,2010,50-54 years,Males,yll,34696.8
Lower respiratory infections,2010,55-59 years,Males,yll,39076.5
Lower respiratory infections,2010,60-64 years,Males,yll,45142.7
Lower respiratory infections,2010,65-69 years,Males,yll,44748.7
Lower respiratory infections,2010,70-74 years,Males,yll,49743.1
Lower respiratory infections,2010,75-79 years,Males,yll,57344.3
Lower respiratory infections,2010,80+ years,Males,yll,151231
Lower respiratory infections,2010,All ages,Males,yll,539362
Lower respiratory infections,2010,5-14 years,Males,yll,4789.35
Lower respiratory infections,2010,Under 5 years,Females,yll,23214.3
Lower respiratory infections,2010,15-19 years,Females,yll,3619.87
Lower respiratory infections,2010,20-24 years,Females,yll,5321.6
Lower respiratory infections,2010,25-29 years,Females,yll,6116.62
Lower respiratory infections,2010,30-34 years,Females,yll,7228.97
Lower respiratory infections,2010,35-39 years,Females,yll,9884.2
Lower respiratory infections,2010,40-44 years,Females,yll,14935.9
Lower respiratory infections,2010,45-49 years,Females,yll,21341.5
Lower respiratory infections,2010,50-54 years,Females,yll,26326.2
Lower respiratory infections,2010,55-59 years,Females,yll,29658.2
Lower respiratory infections,2010,60-64 years,Females,yll,34955.4
Lower respiratory infections,2010,65-69 years,Females,yll,35083.9
Lower respiratory infections,2010,70-74 years,Females,yll,39806
Lower respiratory infections,2010,75-79 years,Females,yll,48685.7
Lower respiratory infections,2010,80+ years,Females,yll,181293
Lower respiratory infections,2010,All ages,Females,yll,492443
Lower respiratory infections,2010,5-14 years,Females,yll,4971.78
Upper respiratory infections,2010,Under 5 years,Males,yll,140.481
Upper respiratory infections,2010,15-19 years,Males,yll,43.803
Upper respiratory infections,2010,20-24 years,Males,yll,48.9484
Upper respiratory infections,2010,25-29 years,Males,yll,36.2833
Upper respiratory infections,2010,30-34 years,Males,yll,25.9813
Upper respiratory infections,2010,35-39 years,Males,yll,25.6102
Upper respiratory infections,2010,40-44 years,Males,yll,37.4616
Upper respiratory infections,2010,45-49 years,Males,yll,68.5628
Upper respiratory infections,2010,50-54 years,Males,yll,103.922
Upper respiratory infections,2010,55-59 years,Males,yll,103.672
Upper respiratory infections,2010,60-64 years,Males,yll,98.59
Upper respiratory infections,2010,65-69 years,Males,yll,71.2643
Upper respiratory infections,2010,70-74 years,Males,yll,67.6506
Upper respiratory infections,2010,75-79 years,Males,yll,75.5138
Upper respiratory infections,2010,80+ years,Males,yll,216.097
Upper respiratory infections,2010,All ages,Males,yll,1349.64
Upper respiratory infections,2010,5-14 years,Males,yll,185.801
Upper respiratory infections,2010,Under 5 years,Females,yll,117.916
Upper respiratory infections,2010,15-19 years,Females,yll,38.6796
Upper respiratory infections,2010,20-24 years,Females,yll,38.2938
Upper respiratory infections,2010,25-29 years,Females,yll,28.4681
Upper respiratory infections,2010,30-34 years,Females,yll,21.8797
Upper respiratory infections,2010,35-39 years,Females,yll,22.4034
Upper respiratory infections,2010,40-44 years,Females,yll,30.701
Upper respiratory infections,2010,45-49 years,Females,yll,55.8795
Upper respiratory infections,2010,50-54 years,Females,yll,78.8506
Upper respiratory infections,2010,55-59 years,Females,yll,78.6848
Upper respiratory infections,2010,60-64 years,Females,yll,76.3414
Upper respiratory infections,2010,65-69 years,Females,yll,55.8727
Upper respiratory infections,2010,70-74 years,Females,yll,54.1361
Upper respiratory infections,2010,75-79 years,Females,yll,64.1117
Upper respiratory infections,2010,80+ years,Females,yll,259.052
Upper respiratory infections,2010,All ages,Females,yll,1207.75
Upper respiratory infections,2010,5-14 years,Females,yll,186.476
Lung cancer,2010,15-19 years,Males,yll,385.016
Lung cancer,2010,20-24 years,Males,yll,883.75
Lung cancer,2010,25-29 years,Males,yll,1715.65
Lung cancer,2010,30-34 years,Males,yll,3690.53
Lung cancer,2010,35-39 years,Males,yll,9356.76
Lung cancer,2010,40-44 years,Males,yll,31139.9
Lung cancer,2010,45-49 years,Males,yll,85531.3
Lung cancer,2010,50-54 years,Males,yll,171800
Lung cancer,2010,55-59 years,Males,yll,241655
Lung cancer,2010,60-64 years,Males,yll,312680
Lung cancer,2010,65-69 years,Males,yll,296675
Lung cancer,2010,70-74 years,Males,yll,239161
Lung cancer,2010,75-79 years,Males,yll,176695
Lung cancer,2010,80+ years,Males,yll,137624
Lung cancer,2010,All ages,Males,yll,1708990
Lung cancer,2010,15-19 years,Females,yll,232.681
Lung cancer,2010,20-24 years,Females,yll,670.668
Lung cancer,2010,25-29 years,Females,yll,1433.84
Lung cancer,2010,30-34 years,Females,yll,3726.51
Lung cancer,2010,35-39 years,Females,yll,9995.55
Lung cancer,2010,40-44 years,Females,yll,31167.6
Lung cancer,2010,45-49 years,Females,yll,78062.1
Lung cancer,2010,50-54 years,Females,yll,129104
Lung cancer,2010,55-59 years,Females,yll,172601
Lung cancer,2010,60-64 years,Females,yll,224184
Lung cancer,2010,65-69 years,Females,yll,216186
Lung cancer,2010,70-74 years,Females,yll,176805
Lung cancer,2010,75-79 years,Females,yll,132681
Lung cancer,2010,80+ years,Females,yll,101893
Lung cancer,2010,All ages,Females,yll,1278740
Breast cancer,2010,15-19 years,Females,yll,102.835
Breast cancer,2010,20-24 years,Females,yll,945.554
Breast cancer,2010,25-29 years,Females,yll,4616.75
Breast cancer,2010,30-34 years,Females,yll,15891.5
Breast cancer,2010,35-39 years,Females,yll,36013.1
Breast cancer,2010,40-44 years,Females,yll,64442.6
Breast cancer,2010,45-49 years,Females,yll,101225
Breast cancer,2010,50-54 years,Females,yll,127826
